onion_url,kind,operator,site_name,status,screenshot_url,reachability,last_checked
http://bashex7mobqdoa64qwz64al5llhurrld24olldtmal5rp7tewdcs63ad.onion,data_leak,BASHE,BASHE,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/bashex7mobqdoa64qwz64al5llhurrld24olldtmal5rp7tewdcs63ad.onion/screenshot_20260827T220639Z.png,,
http://basherykoj6qis35aq742ni5mzm5ls5c6qhszkn4ojvyodmw4reqvwqd.onion,data_leak,BASHE,BASHE,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/basherykoj6qis35aq742ni5mzm5ls5c6qhszkn4ojvyodmw4reqvwqd.onion/screenshot_20260827T221004Z.png,,
http://basheqtvxlqgkcai6ty6blzpytbdsqar7wfijm2ahepzvyklcwabdqid.onion,data_leak,BASHE,BASHE,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/basheqtvxlqgkcai6ty6blzpytbdsqar7wfijm2ahepzvyklcwabdqid.onion/screenshot_20260827T220655Z.png,,
http://basherykagbxoaiaxkgqhmhd5gbmedwb3di4ig3ouovziagosv4n77qd.onion,data_leak,BASHE,BASHE,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/basherykagbxoaiaxkgqhmhd5gbmedwb3di4ig3ouovziagosv4n77qd.onion/screenshot_20260829T143144Z.png,,
http://basheqtvzqwz4vp6ks5lm2ocq7i6tozqgf6vjcasj4ezmsy4bkpshhyd.onion,data_leak,BASHE,BASHE,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/basheqtvzqwz4vp6ks5lm2ocq7i6tozqgf6vjcasj4ezmsy4bkpshhyd.onion/screenshot_20260828T010020Z.png,,
http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion,data_leak,BEAST LEAKS,BEAST LEAKS | Index,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/screenshot_20260827T173125Z.png,,
http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion,data_leak,Brain Cipher,Brain Cipher Dataleak,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/screenshot_20260827T180443Z.png,,
http://czoomx62v357rfpwutdsagnz5ug5k4xoznr7zzpq7mbz6y7fhfmzdxyd.onion,data_leak,Celebrity Zoom,Celebrity Zoom - #1 Nude Celebrity Site On The Dark Web,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/czoomx62v357rfpwutdsagnz5ug5k4xoznr7zzpq7mbz6y7fhfmzdxyd.onion/screenshot_20260829T144609Z.png,,
http://czoomx625gw5hvjoono5lxtqzu3pfea6y2itrxxk6e3b73pv2ho746id.onion,data_leak,Celebrity Zoom,Celebrity Zoom - #1 Nude Celebrity Site On The Dark Web,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/czoomx625gw5hvjoono5lxtqzu3pfea6y2itrxxk6e3b73pv2ho746id.onion/screenshot_20260828T010235Z.png,,
http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion,data_leak,COINBASECARTEL,System Breach • Coinbasecartel,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/screenshot_20260827T181213Z.png,,
http://tlxoddx4odmc2qvsmtsbgwwsv5j45osb5sox7mz6izxliuju5mkulzad.onion,data_leak,CRPxO,CRPxO – Data Leak Blog - We publish what they hide,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/tlxoddx4odmc2qvsmtsbgwwsv5j45osb5sox7mz6izxliuju5mkulzad.onion/screenshot_20260825T000124Z.png,,
http://7ukmkdtyxdkdivtjad57klqnd3kdsmq6tp45rrsxqnu76zzv3jvitlqd.onion,data_leak,DAIXIN Team,Data Leak,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/7ukmkdtyxdkdivtjad57klqnd3kdsmq6tp45rrsxqnu76zzv3jvitlqd.onion/screenshot_20260827T173249Z.png,,
http://dcarryhaih5oldidg3tbqwnde4lxljytnpvberrwgj2vlvunopd46dad.onion,data_leak,DATACARRY,DATACARRY,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/dcarryhaih5oldidg3tbqwnde4lxljytnpvberrwgj2vlvunopd46dad.onion/screenshot_20260618T043949Z.png,,
http://6tdqqaxftvradka5d2frzgwixis7fmro7rfh4ettzcx7jfapkebe6jad.onion,data_leak,DATA EXPOSURE TERMINAL,/// DATA EXPOSURE TERMINAL ///,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/6tdqqaxftvradka5d2frzgwixis7fmro7rfh4ettzcx7jfapkebe6jad.onion/screenshot_20260827T180936Z.png,,
http://dragonforxxbp3awc7mzs5dkswrua3znqyx5roefmi4smjrsdi22xwqd.onion,data_leak,DragonFiles,DragonForce | Leaks,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/dragonforxxbp3awc7mzs5dkswrua3znqyx5roefmi4smjrsdi22xwqd.onion/screenshot_20260829T133131Z.png,,
http://yecdjimqiaekprxza6wkqecma4bwt757qiyfjngsaxg7rkjv4xukpwad.onion,data_leak,Eclipse,Eclipse Blog,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/yecdjimqiaekprxza6wkqecma4bwt757qiyfjngsaxg7rkjv4xukpwad.onion/screenshot_20260828T030014Z.png,,
http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion,data_leak,Everest Chronicle,Everest,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/screenshot_20260828T073020Z.png,,
http://gammax6w3dkfdjfrjthtmqzsioue52vzy6lz54qy6jcvmogfpubutjyd.onion,data_leak,GAMMAX,GAMMAX // BLOG,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/gammax6w3dkfdjfrjthtmqzsioue52vzy6lz54qy6jcvmogfpubutjyd.onion/screenshot_20260829T143946Z.png,,
http://22222226c7t5g2spnsowlm7ruoq6y7oyfeuk7sikao2h4ceir6pt4vid.onion,data_leak,Have I Been Pwned,Have I Been Pwned: Check if your email has been compromised in a data breach,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/22222226c7t5g2spnsowlm7ruoq6y7oyfeuk7sikao2h4ceir6pt4vid.onion/screenshot_20260827T220901Z.png,,
http://pwneduufdnxe3dvfwvnzlv5rt4xbfaepc6rw5pajekuwqxe32uivkyyd.onion,data_leak,Have I Been Pwned,Have I Been Pwned: Check if your email has been compromised in a data breach,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/pwneduufdnxe3dvfwvnzlv5rt4xbfaepc6rw5pajekuwqxe32uivkyyd.onion/screenshot_20260823T214742Z.png,,
http://helixr2sncrd3ndsz5oho6mzqw3x5u7mvox5zcsngc5wm7v4l5k7oryd.onion,data_leak,HELIX,HELIX,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/helixr2sncrd3ndsz5oho6mzqw3x5u7mvox5zcsngc5wm7v4l5k7oryd.onion/screenshot_20260827T220508Z.png,,
http://e6ujsppajgb756x7x5ykdryvlcjynltb52eiwi6pd4bfwo6hddd6neid.onion,data_leak,ICARUS,Icarus,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/e6ujsppajgb756x7x5ykdryvlcjynltb52eiwi6pd4bfwo6hddd6neid.onion/screenshot_20260619T010047Z.png,,
http://brt2oxyj3pj5lwdyztcnhjuv3ufqisaw4osup4zzzfmvchxm4vya56id.onion,data_leak,idealforwarding.co.uk,idealforwarding.co.uk,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/brt2oxyj3pj5lwdyztcnhjuv3ufqisaw4osup4zzzfmvchxm4vya56id.onion/screenshot_20260723T003131Z.png,,
http://ebhmkoohccl45qesdbvrjqtyro2hmhkmh6vkyfyjjzfllm3ix72aqaid.onion,data_leak,INTERLOCK,Interlock,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/ebhmkoohccl45qesdbvrjqtyro2hmhkmh6vkyfyjjzfllm3ix72aqaid.onion/screenshot_20260829T143828Z.png,,
http://pdndkkg2hu4z36yhrbgtycxf52iodlh5os4argm2ooia4ypwgnvlzgqd.onion,data_leak,Kazyon,Kazyon,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/pdndkkg2hu4z36yhrbgtycxf52iodlh5os4argm2ooia4ypwgnvlzgqd.onion/screenshot_20260608T215541Z.png,,
http://breachdbsztfykg2fdaq2gnqnxfsbj5d35byz3yzj73hazydk4vq72qd.onion,data_leak,Leaked Password Database,Leaked Database Search Engine-Leaked Database Lookup Free-Leaked Database Search Free-breach database search-Leaked Password Database-Leaked Database Check Free-Leaked Data-Hacked Email,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/breachdbsztfykg2fdaq2gnqnxfsbj5d35byz3yzj73hazydk4vq72qd.onion/screenshot_20260829T133656Z.png,,
http://pshoxn3ddxqamfkibizbzhfltixkl24es756sqklsnpfkvlclmsoeoyd.onion,data_leak,LeakPeek,Site has moved,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/pshoxn3ddxqamfkibizbzhfltixkl24es756sqklsnpfkvlclmsoeoyd.onion/screenshot_20260824T073311Z.png,,
http://4zrjdyuq4sjogm2epwwoleegquavhwo3o7fakstnlgox6guqt3qpe4qd.onion,data_leak,L group blog,Home | L Blog,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/4zrjdyuq4sjogm2epwwoleegquavhwo3o7fakstnlgox6guqt3qpe4qd.onion/screenshot_20260824T090933Z.png,,
http://372bkntomuk4xmevyki2gvpzdsm77xkhp4z6sctugcogqwgpqj4xkjyd.onion,data_leak,MD LOGISTICS,MD LOGISTICS,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/372bkntomuk4xmevyki2gvpzdsm77xkhp4z6sctugcogqwgpqj4xkjyd.onion/screenshot_20260608T215806Z.png,,
http://metacrpttdfpbm4qoxzcrqqgr6e6zafpazgxm72knmujw2mwvi34rwad.onion,data_leak,Metaencryptor,Metaencryptor::Home,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/metacrpttdfpbm4qoxzcrqqgr6e6zafpazgxm72knmujw2mwvi34rwad.onion/screenshot_20260827T173525Z.png,,
http://msleakjir7pxbe6onlqe5uwgvdmy6nq4mnwfy7ojswbhnleenm77vgad.onion,data_leak,MS13-089,MS13-089 Blog,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/msleakjir7pxbe6onlqe5uwgvdmy6nq4mnwfy7ojswbhnleenm77vgad.onion/screenshot_20260827T181428Z.png,,
http://netrunrs65cn2yidokrmxn5rrur2gjpuyuwrt6mkfy6lek4jnqojn4qd.onion,data_leak,NetRunner Leak,NetRunner Leak,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/netrunrs65cn2yidokrmxn5rrur2gjpuyuwrt6mkfy6lek4jnqojn4qd.onion/screenshot_20260827T181041Z.png,,
http://nleakk6sejx45jxtk7x6iyt65hwvfrkifc5v7ertdlwm3gttbpvlvxqd.onion,data_leak,News Blog,News Blog,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/nleakk6sejx45jxtk7x6iyt65hwvfrkifc5v7ertdlwm3gttbpvlvxqd.onion/screenshot_20260827T173358Z.png,,
http://a2lyiiaq4n74tlgz4fk3ft4akolapfrzk772dk24iq32cznjsmzpanqd.onion,data_leak,NightSpire,NightSpire,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/a2lyiiaq4n74tlgz4fk3ft4akolapfrzk772dk24iq32cznjsmzpanqd.onion/screenshot_20260819T030138Z.png,,
http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion,data_leak,Orion Leaks,Blog - Orion,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/screenshot_20260827T173019Z.png,,
http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion,data_leak,Payload | Leaks,Payload | Leaks,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/screenshot_20260827T181158Z.png,,
http://neclc36yt4yaa5lv54kh4qbhvjcvuv6nnaurqowkellytpvj3afh4aid.onion,data_leak,REDACT,REDACT - Home,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/neclc36yt4yaa5lv54kh4qbhvjcvuv6nnaurqowkellytpvj3afh4aid.onion/screenshot_20260828T070258Z.png,,
http://settra5ldqwgtw5q7z5awbsvlksakyfojuc5slgrz5lvapune4fantqd.onion,data_leak,SETTRA,,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/settra5ldqwgtw5q7z5awbsvlksakyfojuc5slgrz5lvapune4fantqd.onion/screenshot_20260828T030116Z.png,,
http://fvlldjogl4tqgeuzzpwm42vsly5hy2musunlyn5czhlvnlex2roo6yyd.onion,data_leak,Shadow Breach,Database Error,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/fvlldjogl4tqgeuzzpwm42vsly5hy2musunlyn5czhlvnlex2roo6yyd.onion/screenshot_20260820T093319Z.png,,
http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion,data_leak,Space Bears,Space Bears,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/screenshot_20260712T060121Z.png,,
http://vycmr2wn5nqhkpla62mqe4vxh4fgdbc5id4g6piy4mvbjnb4mp4t25yd.onion,data_leak,Taylor University,Taylor University,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/vycmr2wn5nqhkpla62mqe4vxh4fgdbc5id4g6piy4mvbjnb4mp4t25yd.onion/screenshot_20260608T215430Z.png,,
http://6xkylzxoxpd6bnl5ymhr6hysaoe3bsxzxhxpydhv22fmnt6m5zrlpvad.onion,data_leak,The Egyptian Tax Authority (ETA),The Egyptian Tax Authority (ETA),live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/6xkylzxoxpd6bnl5ymhr6hysaoe3bsxzxhxpydhv22fmnt6m5zrlpvad.onion/screenshot_20260608T215454Z.png,,
http://l4wvjhcng4klrah4gldyyvo3x5p5o4frzbvwdhzqa6vkg2chistqj3yd.onion,data_leak,The Tech Interactive,The Tech Interactive,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/l4wvjhcng4klrah4gldyyvo3x5p5o4frzbvwdhzqa6vkg2chistqj3yd.onion/screenshot_20260608T215647Z.png,,
http://prmdbx5wmac6mqpks6kesj5bj4qk3gg6zbluk7hgjm7vir6e54fnfdyd.onion,data_leak,Tor Market,,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/prmdbx5wmac6mqpks6kesj5bj4qk3gg6zbluk7hgjm7vir6e54fnfdyd.onion/screenshot_20260827T220931Z.png,,
http://nhdmgcysxuvvmd4dqwqisxumirvcj6xfhahuds5z7qgj7qlr3i73nnqd.onion,data_leak,Toscana Promozione,Toscana Promozione,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/nhdmgcysxuvvmd4dqwqisxumirvcj6xfhahuds5z7qgj7qlr3i73nnqd.onion/screenshot_20260606T013030Z.png,,
http://47glxkuxyayqrvugfumgsblrdagvrah7gttfscgzn56eyss5wg3uvmqd.onion,data_leak,Underground store,All data | Underground store,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/47glxkuxyayqrvugfumgsblrdagvrah7gttfscgzn56eyss5wg3uvmqd.onion/screenshot_20260827T180719Z.png,,
http://wdo4k4wrpnqcxft7xvkysjv5z3gykw2pppuq6zwgohr6hjqdhfpu4lqd.onion,data_leak,WalletWatch,WalletWatch,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/wdo4k4wrpnqcxft7xvkysjv5z3gykw2pppuq6zwgohr6hjqdhfpu4lqd.onion/screenshot_20260827T183046Z.png,,
http://warlockhga5iw3t54ps5iytlilf7hlvxy7kwrkidspn4qoh64s4vsuyd.onion,data_leak,WarLock,WarLock Client Data Leak Show,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/warlockhga5iw3t54ps5iytlilf7hlvxy7kwrkidspn4qoh64s4vsuyd.onion/screenshot_20260814T140137Z.png,,
http://warlockmdu64clit5pdwbp5hsd576vcjjigfwbtz5gtthmuy2fiqblad.onion,data_leak,WarLock Client,WarLock Client Data Leak Show,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/warlockmdu64clit5pdwbp5hsd576vcjjigfwbtz5gtthmuy2fiqblad.onion/screenshot_20260705T164128Z.png,,
http://warlock5zli2g4nuvixkgyivpda4ktg6flx5lbtw3u6g5lidgxzjc6id.onion,data_leak,WarLock Client,WarLock Client Data Leak Show,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/warlock5zli2g4nuvixkgyivpda4ktg6flx5lbtw3u6g5lidgxzjc6id.onion/screenshot_20260819T143713Z.png,,
http://warlock6d4etw5gwwaakh6auh6cwkinhk2bx7bbldu4m5axlcwmbuuyd.onion,data_leak,WarLock Client Data Leak Show,WarLock Client Data Leak Show,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/warlock6d4etw5gwwaakh6auh6cwkinhk2bx7bbldu4m5axlcwmbuuyd.onion/screenshot_20260815T140146Z.png,,
http://warlock4fagqhnfuxtcmncfepe3jc33e33dmj2jsk64svxaerm5zhaqd.onion,data_leak,WarLock Client Data Leak Show,WarLock Client Data Leak Show,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/warlock4fagqhnfuxtcmncfepe3jc33e33dmj2jsk64svxaerm5zhaqd.onion/screenshot_20260819T144011Z.png,,
http://warlockoact3ayzqwlnay27b633bku2gmpq34dxb43v3qriujfea4yyd.onion,data_leak,WarLock Client Data Leak Show,WarLock Client Data Leak Show,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/warlockoact3ayzqwlnay27b633bku2gmpq34dxb43v3qriujfea4yyd.onion/screenshot_20260706T033425Z.png,,
http://wixerhedj3vgqwlvwuvqfu75sme7zmqwbduedcjd7wcen2zoukujzmyd.onion,data_leak,Wixer,Wixer - Hacked databases store,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/wixerhedj3vgqwlvwuvqfu75sme7zmqwbduedcjd7wcen2zoukujzmyd.onion/screenshot_20260829T143518Z.png,,
http://j5o5y2feotmhvr7cbcp2j2ewayv5mn5zenl3joqwx67gtfchhezjznad.onion,data_leak,,CRYPTO24 | Data Leak Site,live,,,
http://iipl7n3txrysjnclu24deu2pbrkse5y5oiwqyvs6mjdxlisilqpssiad.onion,data_leak,,ruskin.ac.uk,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/iipl7n3txrysjnclu24deu2pbrkse5y5oiwqyvs6mjdxlisilqpssiad.onion/screenshot_20260721T134344Z.png,,
http://inzk64xcf3sm6qzkehmio7piwhkslhnab3rlviniyg7alcgsxvy7kcyd.onion,data_leak,,,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/inzk64xcf3sm6qzkehmio7piwhkslhnab3rlviniyg7alcgsxvy7kcyd.onion/screenshot_20260827T181111Z.png,,
http://vxes6h3473wxne3ngbm7qufqz7yrfnqytkmz2or4c3lk56at5n6c4ead.onion,data_leak,,Index of /,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/vxes6h3473wxne3ngbm7qufqz7yrfnqytkmz2or4c3lk56at5n6c4ead.onion/screenshot_20260605T184733Z.png,,
http://dbxgloxt65pvn37ec2of3np4rzo2ksgntxtxbpc4q3sxiur2aiohwqyd.onion,data_leak,,Index of /,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/dbxgloxt65pvn37ec2of3np4rzo2ksgntxtxbpc4q3sxiur2aiohwqyd.onion/screenshot_20260524T180348Z.png,,
http://upiqcdsgvh6v5owteasjzyxbj2xug574dj4fctthehd7zjq7wmuxbwqd.onion,data_leak,,,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/upiqcdsgvh6v5owteasjzyxbj2xug574dj4fctthehd7zjq7wmuxbwqd.onion/screenshot_20260827T180616Z.png,,
http://6ft2dfh26wm3w44orpjcgviutvfp25ez2iyh5ego5egvfmifrws7vvqd.onion,data_leak,,,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/6ft2dfh26wm3w44orpjcgviutvfp25ez2iyh5ego5egvfmifrws7vvqd.onion/screenshot_20260827T180544Z.png,,
http://tfeijfoxmvqcoqjz2nvgfblxge27fyiy2k2fshiiccyrdz4kfiwaziid.onion,data_leak,,Index of /,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/tfeijfoxmvqcoqjz2nvgfblxge27fyiy2k2fshiiccyrdz4kfiwaziid.onion/screenshot_20260704T234934Z.png,,
http://vh2wkazjlflm6pvwtvw2fnztu3dcw4346lasvikzeg25yhx6bjvl5pqd.onion,data_leak,,Index of /,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/vh2wkazjlflm6pvwtvw2fnztu3dcw4346lasvikzeg25yhx6bjvl5pqd.onion/screenshot_20260809T173827Z.png,,
http://fvbobs6fcm5lske2xhfyx5sazn3i5cbxrbdyozoio23ouhnmortg5fyd.onion,data_leak,,Index of /,live,https://threatcluster.lon1.digitaloceanspaces.com/darkweb-underground/fvbobs6fcm5lske2xhfyx5sazn3i5cbxrbdyozoio23ouhnmortg5fyd.onion/screenshot_20260829T134251Z.png,,
