group,victim,country,sector,discovered,post_url,status,delisted_date,data_size,file_count,publication_status,leak_url,first_party
zawoo,berghotel-oberhof.de,DE,Hospitality,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=okgfdiunklvdf,listed,,,,,,no
zawoo,rsk-immobilien.de,DE,Retail & E-Commerce,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=vmfkdlsfjkdsd,listed,,,,,,no
zawoo,montronix.de,DE,Manufacturing,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=nmvxciovnvgdf,listed,,,,,,no
zawoo,kdynium.cz,CZ,Technology,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=bgfsdfhjydrju,listed,,,,,,no
zawoo,frm.ind.br,BR,Other,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=cnjsdkacnoiop,listed,,,,,,no
zawoo,acqbuilt.com,CA,Professional Services,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=lofvduivfdiom,listed,,,,,,no
zawoo,BOTEC-CZ,DE,Manufacturing,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=cvjnkdsanfoid,listed,,,,,,no
zawoo,n-tree.com,AT,Technology,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=yfhgfngfftset,listed,,,,,,no
zawoo,hoerburger,DE,Retail & E-Commerce,2026-08-30,https://fyenuhkq3pfhnbpidj5jm2fl2lryxip4byhg6eozynrnlomu4szf2nyd.onion/index.html?indexId=adscynfdkjuih,listed,,,,,,no
threeam,wmdn.net,MD,,2026-08-30,http://threeamkelxicjsaf2czjyz2lc4q3ngqkxhhlexyfcp2o6raw4rphyad.onion/detail/5fu0x8tyhssmlkn5pxxoxw1wqvtikx,listed,,,,,,no
black x,FE CREDIT,VN,Financial Services,2026-08-30,http://blackxppq2jvqyg4slyg3sbszv7ib2avaaycvhff5qipgdoepqi57xyd.onion/target/6a917ed5c47afd2aed25122a,listed,,,,,,no
black x,i-one,KR,,2026-08-30,http://blackxppq2jvqyg4slyg3sbszv7ib2avaaycvhff5qipgdoepqi57xyd.onion/target/6a9191acc47afd2aed25132f,listed,,,,,,no
shinyhunters,Neogen Corporation,US,Agriculture and Food Production,2026-08-29,http://toolatedhs5dtr2pv6h5kdraneak5gs3sxrecqhoufc5e45edior7mqd.onion,listed,,,,,,no
qilin,Bandit Industries,US,Other,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=f366be31-dcd5-4b96-809c-197c9ba6999c,listed,,,314500,countdown,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,LAPoco Architects,US,Professional Services,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=2affb033-7e6a-48cc-be6d-8b0bcb395750,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
emperador,Uniguacu,BR,Other,2026-08-29,/post/uniguacu/,listed,,151.0 MB,1,published,http://emprdr4p7iwlhpky33tswt3k2qdeljyjcdpoysabudmmrz4z32laexad.onion,yes
qilin,Neumaticos Corral S.A.,AR,Manufacturing,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=5396431c-0700-4548-bcec-1ec417e29773,listed,,,,countdown,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,The Frame Group,AU,Retail & E-Commerce,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=0b334ebb-408d-4b05-ba69-806e10a05580,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,La Maison Des Travaux,FR,Retail & E-Commerce,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=fcb05123-2685-418f-8dd5-4c29a26ce6cb,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,BLISS 1041,MT,,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=b03ebcee-148c-41f8-ba2e-30817cb3b4bb,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,CareClinics,MY,Healthcare,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=d1947ee4-7210-4bf1-8c59-28faa9ac8495,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
m3rx,lindner-group.com,AT,Manufacturing,2026-08-29,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#lindner-group.com,listed,,4.6TB,,listed,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion,yes
incransom,wittmann,MX,Manufacturing,2026-08-29,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/6a8c56149cd108bf2653d42b,listed,,,,,,no
orova,ITC Properties Group Limited,HK,Other,2026-08-29,http://maa2yprc5pldyr5hjn246hw7i66wdhglnostqgqkcbuh4vyyeos4xxyd.onion/tniuxcbkulursuccej/,listed,,,,,,no
qilin,AUM Construction,US,Manufacturing,2026-08-29,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=8124695c-39b4-49fa-9835-d01eb7aa9cbb,listed,,,427,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
majinahanashi,TERRA*** & MON****,,,2026-08-29,http://lthicpjqc7gkn5eq3epxndc2uig3yngvcbdya4u3m3byjod5km4yuwqd.onion,listed,,,,,,no
orova,South Pacific Hotel Limited,HK,Hospitality,2026-08-29,http://maa2yprc5pldyr5hjn246hw7i66wdhglnostqgqkcbuh4vyyeos4xxyd.onion/tdktzqllhidxxapwas/,listed,,,,,,no
majinahanashi,MONTCAU,,,2026-08-29,http://lthicpjqc7gkn5eq3epxndc2uig3yngvcbdya4u3m3byjod5km4yuwqd.onion,listed,,,,,,no
iah6477,swagelok,US,Manufacturing,2026-08-29,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion/a/swagelok/,listed,,881.2 GiB,,countdown,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion,yes
iah6477,trc-companies,US,Professional Services,2026-08-29,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion/a/trc-companies/,listed,,4.2 TiB,,countdown,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion,yes
shadowbyt3$,BayView Real Estate,US,Retail & E-Commerce,2026-08-29,https://transfer.it/t/RMwmoUlFgJhS,listed,,,,,,no
lynx,cutlercapital,,Financial Services,2026-08-29,http://lynxblogxutufossaeawlij3j3uikaloll5ko6grzhkwdclrjngrfoid.onion/leaks/6a906f3fc192cbbf2f88112a,listed,,,,,,no
lockbit5,apatpa.com,MX,,2026-08-29,http://lockbitapt67g6rwzjbcxnww5efpg4qok6vpfeth7wx3okj52ks4wtad.onion/post/1f9182de04597cb54beb4537be5582aa,listed,,,,,,no
incransom,Oilquip Inc,US,Energy & Utilities,2026-08-29,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/6a8f0c6c9cd108bf26a1bbe6,listed,,,,,,no
shinyhunters,McKesson Corporation,US,Healthcare,2026-08-28,http://toolatedhs5dtr2pv6h5kdraneak5gs3sxrecqhoufc5e45edior7mqd.onion,listed,,,,,,no
doommageddon,SITTNAK Lojistik A.Ş.,TR,Transportation,2026-08-28,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/sittnak-lojistik-a-ş-,listed,,,,countdown,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion,yes
doommageddon,Akpera Gayrimenkul Yatırım A.Ş.,TR,Other,2026-08-28,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/akpera-gayrimenkul-yatırım-a-ş-,listed,,,,countdown,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion,yes
shinyhunters,Elekta AB,SE,Healthcare,2026-08-28,http://toolatedhs5dtr2pv6h5kdraneak5gs3sxrecqhoufc5e45edior7mqd.onion,listed,,,,,,no
shinyhunters,Jack Henry & Associates,US,Financial Services,2026-08-28,http://toolatedhs5dtr2pv6h5kdraneak5gs3sxrecqhoufc5e45edior7mqd.onion,listed,,,,,,no
payoutsking,H.W. Lochner,US,Professional Services,2026-08-28,http://payoutsgn7cy6uliwevdqspncjpfxpmzgirwl2au65la7rfs5x3qnbqd.onion/lPKdvZ-L23GFb-KUodTV-u9XFQy-3DrD8h,listed,,,,,,no
qilin,Alter Consultores Legales,ES,Professional Services,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=f1ab8b65-49c7-48f8-896a-75042a82c095,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
chaos,corematerials.com,US,Manufacturing,2026-08-28,http://hptqq2o2qjva7lcaaq67w36jihzivkaitkexorauw7b2yul2z6zozpqd.onion/post/Y1fpWBmDHkS9UVcAr34ryui3hKyJrn7R,listed,,,,,,no
chaos,macallister.com,GB,,2026-08-28,http://hptqq2o2qjva7lcaaq67w36jihzivkaitkexorauw7b2yul2z6zozpqd.onion/post/HWYpccK3tQd2VIazsCSTQ72a2gcLaAhr,listed,,,,,,no
qilin,Newton County School System,US,Education,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=d30bf640-c3c0-4fd8-a03f-1f4a9daf7726,listed,,,,countdown,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
rhysida,Valley Health Team,,Healthcare,2026-08-28,http://rhysidafohrhyy2aszi7bm32tnjat5xri65fopcxkdfxhi4tidsg7cad.onion/archive.php?company=265,listed,,,,,,no
global,Vigilia,UY,Technology,2026-08-28,http://gdbkvfe6g3whrzkdlbytksygk45zwgmnzh5i2xmqyo3mrpipysjagqyd.onion,listed,,57.68 GB,,published,http://globalco44t2yl6ltgj74cwthr6b6olggl3srg7engqfhx72f6ni3cyd.onion,yes
global,"Hangzhou Qihan Biotech Co., Ltd.",CN,Healthcare,2026-08-28,http://gdbkvfe6g3whrzkdlbytksygk45zwgmnzh5i2xmqyo3mrpipysjagqyd.onion,listed,,187.88 GB,,countdown,http://globalco44t2yl6ltgj74cwthr6b6olggl3srg7engqfhx72f6ni3cyd.onion,yes
global,Shanghai Tunnel Engineering Co Ltd,SG,Transportation,2026-08-28,http://gdbkvfe6g3whrzkdlbytksygk45zwgmnzh5i2xmqyo3mrpipysjagqyd.onion,listed,,183.27 GB,,countdown,http://globalco44t2yl6ltgj74cwthr6b6olggl3srg7engqfhx72f6ni3cyd.onion,yes
global,Atcomm,CN,Technology,2026-08-28,http://gdbkvfe6g3whrzkdlbytksygk45zwgmnzh5i2xmqyo3mrpipysjagqyd.onion,listed,,5.79 GB,,countdown,http://globalco44t2yl6ltgj74cwthr6b6olggl3srg7engqfhx72f6ni3cyd.onion,yes
akira,Alumax,US,Manufacturing,2026-08-28,http://akiralkzxzq2dsrzsrvbr2xgbbu2wgsmxryd4csgfameg52n7efvr2id.onion,listed,,,,,,no
rhysida,"Berlin, Germany",DE,,2026-08-28,http://rhysidafohrhyy2aszi7bm32tnjat5xri65fopcxkdfxhi4tidsg7cad.onion/archive.php?company=265,listed,,,,,,no
akira,BEPeterson,,,2026-08-28,http://akiralkzxzq2dsrzsrvbr2xgbbu2wgsmxryd4csgfameg52n7efvr2id.onion,listed,,,,,,no
akira,JRT Mechanical,,Manufacturing,2026-08-28,http://akiralkzxzq2dsrzsrvbr2xgbbu2wgsmxryd4csgfameg52n7efvr2id.onion,listed,,,,,,no
moneymessage,ProCare,US,Healthcare,2026-08-28,http://blogvl7tjyjvsfthobttze52w36wwiz34hrfcmorgvdzb6hikucb7aqd.onion/news.php?id=1,listed,,,,,,no
qilin,DigiGround,AU,Technology,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=0cbc2586-f3cd-44fb-9de7-8867f181aac0,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,Tramigo,FI,Transportation,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=8d83fa74-d33c-47dc-a5a6-c95d5fbabcd5,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,Cosmocolor SA de CV,MX,Manufacturing,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=920d72a2-e450-4ab2-9540-9fef193bf438,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
emperador,Hanwha Renewables,KR,Energy & Utilities,2026-08-28,/post/hanwha-renewables/,listed,,11.7 GB,,published,http://emprdr4p7iwlhpky33tswt3k2qdeljyjcdpoysabudmmrz4z32laexad.onion,yes
unsafe,amzur.com,BR,,2026-08-28,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion/reel/6a916155102e2455604e860b?page=1,listed,,,,published,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion,yes
panzer,Directorate-General for Education,PT,Government & Defense,2026-08-28,http://pnzruro7syvwvefx5mpo2fhzi4jftgquynsqf3vy5x3no57yp2iz4nyd.onion/company/directorate-general-for-education-and-science-statistics,listed,,,,,,no
qilin,Infinnium,,Technology,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=3cdde6d5-319e-44d3-b122-150e36bab273,listed,,,,listed,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,Whitehouse,GB,Government & Defense,2026-08-28,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=f570d277-341f-44c6-b130-aa34613d0869,listed,,,12,countdown,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
shadowbyt3$,Bayview Real Estate WARNING,US,Retail & E-Commerce,2026-08-28,https://mega.nz,listed,,,,,,no
lockbit5,tnmed.org,TN,Healthcare,2026-08-28,http://lockbitapt67g6rwzjbcxnww5efpg4qok6vpfeth7wx3okj52ks4wtad.onion/post/67d1d1b0ab5605493101ea2db133a20a,listed,,,,,,no
anubis,Caduceus Medical Group,,Healthcare,2026-08-28,http://anubisyfkh5rixydjpoo3jqucauajz2juybrbtuglcppjj2y3eg3y6ad.onion/r/IjxbBv9ng0ONhhEWp4t0SnWyMOYqB8Fibcy2BXplLorjkHn4JlUs4WNKov3nOe9b9oDDGhPqlOAQcBfxvQR0HgwNG5OVU1u,listed,,105 GB,,published,http://anubisyfkh5rixydjpoo3jqucauajz2juybrbtuglcppjj2y3eg3y6ad.onion,yes
eclipse,ETNA Software,IT,Technology,2026-08-27,http://eclipse4g5kxfwsvpu4qx5sdcnrji6gxl5gt67bucjlgt35g7akvjoid.onion/place/xbrtk1q9h46t78vv/,listed,,,,,,no
chaos,singleton.com,AU,,2026-08-27,http://hptqq2o2qjva7lcaaq67w36jihzivkaitkexorauw7b2yul2z6zozpqd.onion/post/vcn8Zx0x1GRAot9oXPRzGWlYNCwSXLLE,listed,,,,,,no
silentransomgroup,Ne...n M...,,,2026-08-27,https://business-data-leaks.com/about#b7d9cb78e913d8db621e10ebe,listed,,,,,,no
qilin,Globalport Terminals,PH,Transportation,2026-08-27,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=c7669cd1-2ccb-423c-b143-1cde8f5b9ebf,listed,,,,countdown,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
storm,Agrimac,AU,Agriculture and Food Production,2026-08-27,http://yqhecvqtdvq6p7duqcgw2qca77spbgakxcoibtx6zpvfshltsbbbhfqd.onion/company/6a8e464bbcb899d105729a1b,listed,,,,,,no
storm,Sprachakademie Rhein-Ruhr,DE,Education,2026-08-27,http://yqhecvqtdvq6p7duqcgw2qca77spbgakxcoibtx6zpvfshltsbbbhfqd.onion/company/6a8c117ebcb899d105729a17,listed,,,,,,no
storm,Otto Sieve GmbH,DE,Manufacturing,2026-08-27,http://yqhecvqtdvq6p7duqcgw2qca77spbgakxcoibtx6zpvfshltsbbbhfqd.onion/company/6a8c10d7bcb899d105729a16,listed,,,,,,no
storm,ITD Informations technologie,DE,Technology,2026-08-27,http://yqhecvqtdvq6p7duqcgw2qca77spbgakxcoibtx6zpvfshltsbbbhfqd.onion/company/6a8c0f92bcb899d105729a15,listed,,,,,,no
storm,Our Hospice Of South Central Indiana,US,Healthcare,2026-08-27,http://yqhecvqtdvq6p7duqcgw2qca77spbgakxcoibtx6zpvfshltsbbbhfqd.onion/company/6a8e42bebcb899d105729a19,listed,,,,,,no
storm,National Salvage,US,Manufacturing,2026-08-27,http://yqhecvqtdvq6p7duqcgw2qca77spbgakxcoibtx6zpvfshltsbbbhfqd.onion/company/6a8c0d1cbcb899d105729a13,listed,,,,,,no
payoutsking,W****s,US,,2026-08-27,http://payoutsgn7cy6uliwevdqspncjpfxpmzgirwl2au65la7rfs5x3qnbqd.onion,listed,,,,,,no
thegentlemen,Zion Construction,US,Manufacturing,2026-08-27,http://tezwsse5czllksjb7cwp65rvnk4oobmzti2znn42i43bjdfd2prqqkad.onion,listed,,,,,,no
incransom,BENCIVIL,US,Professional Services,2026-08-27,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/6a906fe29cd108bf26c5d1d1,listed,,,,,,no
lockbit5,fpmanagement.nl,NL,Professional Services,2026-08-27,http://lockbitqth2ij5cdqmj4cdchoh3etnlbh74utqviwqb5svvhxygnmoqd.onion/post/e9bafa99d8c40a8434e3f8d8e9ef4090,listed,,,,,,no
silentransomgroup,G... T...,,,2026-08-27,https://business-data-leaks.com/about#89134f04057429e99805753db,listed,,,,,,no
qilin,Kling Automaten,DE,Retail & E-Commerce,2026-08-27,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=53842717-9218-4879-bfe2-2a902c5969d6,listed,,,,published,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
qilin,Dotlines,SG,Technology,2026-08-27,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=87f7f4ad-285e-46b8-9a42-afc956fccac7,listed,,,,published,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion,yes
emperador,Ipro.com(revealdata.com) customer DB + full database backup,,Technology,2026-08-27,/post/iprocomrevealdatacom-customer-db-full-database-backup/,listed,,83.4 MB,2,published,http://emprdr4p7iwlhpky33tswt3k2qdeljyjcdpoysabudmmrz4z32laexad.onion,yes
incransom,Rohloff Group,ZA,Manufacturing,2026-08-27,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/6a9045299cd108bf26c2734d,listed,,,,,,no
akira,Cetylite,US,Manufacturing,2026-08-27,http://akiral2iz6a7qgd3ayp3l6yub7xx2uep76idk3u2kollpj5z3z636bad.onion,listed,,,,,,no
